threshold,size,dice
0.7,18000,0.6301607207923091
0.65,17000,0.6298358707273095
0.7,17000,0.6295655204564413
0.6,16000,0.6294925089734634
0.6,17000,0.6294774619807878
0.65,18000,0.6292650494110194
0.65,15000,0.6292459147263089
0.55,18000,0.6290492540256591
0.6,18000,0.629003573627929
0.55,17000,0.6288710227962252
0.5,18000,0.6288630720507966
0.65,16000,0.6283999772522488
0.65,14000,0.6279503911766696
0.7,16000,0.6277901800439777
0.55,15000,0.6272660293741357
0.7,12000,0.627056114413359
0.6,15000,0.6269567359798107
0.7,14000,0.6264591040956153
0.7,15000,0.6258978727414356
0.7,13000,0.6257485781746447
0.6,12000,0.6256793867632973
0.55,16000,0.6251863184110656
0.5,17000,0.625142097539826
0.65,12000,0.6251094313707851
0.65,13000,0.6249988122885122
0.6,13000,0.6242443493779778
0.6,14000,0.6240566205217936
0.5,16000,0.6224386784109034
0.55,14000,0.6219309118450224
0.45,17000,0.6206400223183637
0.55,13000,0.6204976725450633
0.5,15000,0.620466374205867
0.5,14000,0.6201521436811952
0.45,18000,0.6194634061683375
0.45,16000,0.6190992776085096
0.55,12000,0.6184108918084777
0.4,18000,0.6160477186877034
0.5,13000,0.6129800984635486
0.45,15000,0.6112861335706398
0.5,12000,0.6110571675011991
0.4,17000,0.6078235305602083
0.45,14000,0.6045466284567308
0.4,16000,0.6023064432742582
0.45,13000,0.6002493609454003
0.4,15000,0.5981226257591544
0.45,12000,0.5967673991448069
0.4,14000,0.592955949671825
0.4,13000,0.590366799343774
0.4,12000,0.589282471526752
