threshold,size,dice
0.7,12000,0.7447482032004147
0.7,14000,0.7447247475207028
0.65,14000,0.7444839065434876
0.45,14000,0.7444779879818801
0.6,14000,0.7444779879818801
0.35,14000,0.7444779879818801
0.55,14000,0.7444779879818801
0.5,14000,0.7444779879818801
0.4,14000,0.7444779879818801
0.75,14000,0.7443617686003551
0.65,12000,0.7440264368307279
0.45,12000,0.7440205129207248
0.6,12000,0.7440205129207248
0.55,12000,0.7440205129207248
0.4,12000,0.7440205129207248
0.5,12000,0.7440205129207248
0.35,12000,0.7440205129207248
0.7,16000,0.7429791819244297
0.65,18000,0.7422175955450845
0.65,16000,0.7422156723401186
0.5,18000,0.7422109478014781
0.4,18000,0.7422109478014781
0.35,18000,0.7422109478014781
0.55,18000,0.7422109478014781
0.45,18000,0.7422109478014781
0.6,18000,0.7422109478014781
0.55,16000,0.74220895494572
0.6,16000,0.74220895494572
0.5,16000,0.74220895494572
0.45,16000,0.74220895494572
0.4,16000,0.74220895494572
0.35,16000,0.74220895494572
0.75,16000,0.7421869112766349
0.75,12000,0.7421023786250823
0.7,18000,0.7420360064518707
0.75,18000,0.7383658128971224
