threshold,size,dice
0.4,16000,0.623303018577012
0.35,18000,0.623283326178992
0.35,14000,0.6231451722672927
0.45,16000,0.6228534484636389
0.4,18000,0.6219833936912873
0.5,18000,0.6219012217674983
0.35,16000,0.6212432391819549
0.5,12000,0.6211810599010071
0.45,18000,0.6210200568132628
0.4,14000,0.6206271231273852
0.4,12000,0.6205214507016151
0.45,14000,0.6199816965442678
0.55,16000,0.6197968601028782
0.5,16000,0.619459003816491
0.55,14000,0.6187007306805626
0.6,18000,0.6179444280032528
0.5,14000,0.6175889987462039
0.35,12000,0.61724525146606
0.6,14000,0.6168826978684454
0.6,16000,0.6168523216412323
0.65,18000,0.6165588737067784
0.55,18000,0.6163846110086298
0.55,12000,0.6152915422827526
0.45,12000,0.614804367530792
0.65,16000,0.6146100148267153
0.65,12000,0.613895564661469
0.6,12000,0.6136672032793159
0.65,14000,0.6134036287672265
0.7,16000,0.6118635850497272
0.7,18000,0.6115981770014515
0.7,12000,0.6113497209355842
0.7,14000,0.6092468218280356
0.75,12000,0.605438036054613
0.75,16000,0.604427952631811
0.75,18000,0.6041520278149115
0.75,14000,0.6041433216392067
