threshold,size,dice
0.65,16000,0.6261345902775328
0.65,15000,0.6251234006128329
0.65,17000,0.6244589558811056
0.7,15000,0.6235260465507186
0.7,14000,0.6231934689707004
0.7,16000,0.6231878819397285
0.6,17000,0.6229828333168314
0.6,18000,0.6228519392028655
0.65,18000,0.6228133522466025
0.7,13000,0.6221029395794306
0.55,18000,0.6219530596519293
0.5,18000,0.6213622254929351
0.7,12000,0.6203172275127771
0.45,17000,0.6201907725920782
0.65,13000,0.6200421101521596
0.65,14000,0.6200349586090609
0.55,17000,0.6197897322467583
0.45,18000,0.6197739609158275
0.7,17000,0.6194675824604234
0.5,16000,0.6189874963892812
0.5,15000,0.6185369459988579
0.6,16000,0.6184449991650004
0.55,15000,0.618210593578395
0.6,12000,0.6180374865212769
0.45,16000,0.6180254689093154
0.5,17000,0.6180156372876915
0.55,16000,0.617668288595761
0.7,18000,0.6175927473440591
0.6,15000,0.6175482127194927
0.6,13000,0.6166951044414116
0.5,14000,0.6165860742222931
0.6,14000,0.6165765483262474
0.65,12000,0.6164085412945332
0.4,18000,0.6159390996749753
0.55,14000,0.6158124785541119
0.55,13000,0.6148914831922784
0.45,15000,0.6141957936938307
0.4,17000,0.6130466276327201
0.55,12000,0.6126679211249684
0.5,13000,0.6113075068848337
0.4,16000,0.6106545538101462
0.45,14000,0.6098280887505956
0.5,12000,0.609701994173563
0.4,15000,0.6076226149552133
0.45,13000,0.6071288335752876
0.45,12000,0.6065677697353355
0.4,14000,0.6064593095786114
0.4,13000,0.6022933471269316
0.4,12000,0.5988929868310294
