threshold,size,dice
0.55,18000,0.7781424901981342
0.6,16000,0.7754408243830602
0.6,14000,0.7753529415778984
0.6,12000,0.7751792289400776
0.5,18000,0.7751515555204445
0.6,18000,0.7747406138934597
0.65,16000,0.7746623252713983
0.55,14000,0.774485491677305
0.45,14000,0.7742992545733414
0.5,16000,0.7742898725763993
0.45,16000,0.7742843893142649
0.55,16000,0.7740162571739405
0.5,14000,0.7736913170601514
0.45,18000,0.7736840257224195
0.65,14000,0.7735075090476791
0.65,12000,0.7733312446403812
0.55,12000,0.7732014045897126
0.65,18000,0.7726902810003259
0.7,12000,0.7718422540247243
0.4,18000,0.7709331553635324
0.4,16000,0.7707196100684938
0.5,12000,0.770310740891825
0.7,14000,0.7700971491990817
0.7,16000,0.7695447350881384
0.45,12000,0.7684979713027892
0.35,18000,0.7681441428099263
0.4,12000,0.766771790843603
0.35,16000,0.7667343410530801
0.7,18000,0.7665603541760805
0.4,14000,0.7661654037323257
0.35,14000,0.7659684324928862
0.75,14000,0.7658808380167295
0.75,12000,0.7658585134018917
0.75,16000,0.7614324253828051
0.35,12000,0.7610369619328057
0.75,18000,0.7600535099563391
