threshold,size,dice
0.55,17000,0.7764400315043325
0.55,18000,0.7762073068772396
0.55,16000,0.7757170792286392
0.6,16000,0.7749583210524036
0.6,15000,0.7744401656012196
0.6,17000,0.7737320763616492
0.6,14000,0.7730144542300873
0.6,13000,0.772956847602224
0.65,15000,0.7726127249026149
0.5,18000,0.7725614772569473
0.6,18000,0.7724655455432338
0.65,14000,0.7723972689190862
0.5,17000,0.7723888374910863
0.45,18000,0.7721789257782814
0.4,18000,0.7717235163167382
0.5,14000,0.7713852073318785
0.45,16000,0.7711303725628191
0.6,12000,0.7710495783202579
0.45,17000,0.7710391209587885
0.5,13000,0.7710309674486213
0.4,17000,0.7710205240738415
0.5,15000,0.7708307839789652
0.65,12000,0.7708010071941918
0.65,13000,0.7705828975607832
0.55,15000,0.7705334938775523
0.4,16000,0.7704997850547017
0.5,16000,0.7704660261579691
0.4,15000,0.7703661768373002
0.45,13000,0.7702653820295468
0.65,16000,0.7699481338735673
0.65,17000,0.7699481338735673
0.45,15000,0.7697113504120294
0.55,14000,0.769707967490406
0.65,18000,0.7691603087921757
0.45,14000,0.7690925723526605
0.7,18000,0.7687859887591362
0.7,16000,0.7684212295149369
0.7,17000,0.7683138418961163
0.55,13000,0.7682326966597013
0.5,12000,0.7681997861152762
0.45,12000,0.7679653853752354
0.7,15000,0.7678941736481639
0.4,14000,0.7677634396850889
0.7,14000,0.7673212576949295
0.55,12000,0.7671679228394882
0.7,13000,0.7665172787209357
0.7,12000,0.7660191709655553
0.4,13000,0.7654592520371379
0.4,12000,0.7631405455524525
