threshold,size,dice
0.45,18000,0.6360383731967849
0.5,19000,0.6357911999558237
0.45,19000,0.6352210247038623
0.45,17000,0.6349025758717769
0.45,16000,0.6347688890847558
0.35,18000,0.6343658166814674
0.4,17000,0.6341429115623066
0.55,17000,0.6334469974742789
0.35,19000,0.6331784412377901
0.4,18000,0.6330267573938329
0.35,16000,0.6330038832340292
0.35,17000,0.6329692775610098
0.4,19000,0.6329411890012411
0.4,16000,0.6328656974785491
0.45,15000,0.6326540673634617
0.4,15000,0.6324977593297728
0.5,18000,0.6324473953712201
0.5,17000,0.6321834917735079
0.5,16000,0.6318057686915483
0.55,19000,0.6316296565856543
0.55,16000,0.6305177097285389
0.55,18000,0.6304852466561076
0.35,15000,0.6302608721669681
0.6,18000,0.6300471797177483
0.6,16000,0.6297799245305611
0.6,19000,0.6296355870843637
0.5,15000,0.629584508435316
0.55,15000,0.629580315508152
0.6,15000,0.6294698490536769
0.65,16000,0.6285376136297876
0.6,17000,0.6283405231553532
0.65,19000,0.627737400515369
0.65,17000,0.6276005961593676
0.65,18000,0.6272845640062383
0.65,15000,0.6269299741685005
0.7,16000,0.6228998769614836
0.7,15000,0.6222896737255587
0.7,17000,0.6212729629284067
0.7,18000,0.6198367515794313
0.7,19000,0.6194724508638182
