threshold,size,dice
0.65,12000,0.5999176964731291
0.35,12000,0.5990589263258702
0.6,12000,0.5990589263258702
0.5,12000,0.5990589263258702
0.45,12000,0.5990589263258702
0.4,12000,0.5990589263258702
0.55,12000,0.5990589263258702
0.7,12000,0.5976246877872222
0.7,14000,0.5961550784711813
0.4,14000,0.5958347419486637
0.55,14000,0.5958347419486637
0.45,14000,0.5958347419486637
0.6,14000,0.5958347419486637
0.5,14000,0.5958347419486637
0.35,14000,0.5958347419486637
0.65,14000,0.5958100464731408
0.6,16000,0.5944470326984816
0.55,16000,0.5944470326984816
0.35,16000,0.5944470326984816
0.5,16000,0.5944470326984816
0.45,16000,0.5944470326984816
0.4,16000,0.5944470326984816
0.65,16000,0.5944233844921158
0.5,18000,0.5943688532107837
0.45,18000,0.5943688532107837
0.6,18000,0.5943688532107837
0.4,18000,0.5943688532107837
0.55,18000,0.5943688532107837
0.35,18000,0.5943688532107837
0.65,18000,0.5943460444207158
0.7,16000,0.5930493128174159
0.7,18000,0.5926835139322341
0.75,12000,0.5918554406031664
0.75,14000,0.590154533017022
0.75,18000,0.5882246364940683
0.75,16000,0.5880114567667649
