threshold,size,dice
0.7,14000,0.7523544183009068
0.35,12000,0.7517679263157195
0.5,12000,0.7517679263157195
0.6,12000,0.7517679263157195
0.45,12000,0.7517679263157195
0.4,12000,0.7517679263157195
0.55,12000,0.7517679263157195
0.65,12000,0.7517656051889634
0.7,12000,0.7512147304307646
0.4,14000,0.7501408354284155
0.55,14000,0.7501408354284155
0.45,14000,0.7501408354284155
0.6,14000,0.7501408354284155
0.5,14000,0.7501408354284155
0.35,14000,0.7501408354284155
0.65,14000,0.750140352224766
0.6,16000,0.7492739217291868
0.55,16000,0.7492739217291868
0.5,16000,0.7492739217291868
0.45,16000,0.7492739217291868
0.4,16000,0.7492739217291868
0.35,16000,0.7492739217291868
0.65,16000,0.7492731298274367
0.7,16000,0.7490719900031031
0.75,12000,0.7488337307134678
0.7,18000,0.7473748110137541
0.5,18000,0.7469291596751081
0.45,18000,0.7469291596751081
0.6,18000,0.7469291596751081
0.4,18000,0.7469291596751081
0.55,18000,0.7469291596751081
0.35,18000,0.7469291596751081
0.65,18000,0.7469281033382981
0.75,14000,0.7452455036065182
0.75,16000,0.74511111963009
0.75,18000,0.7436086015570209
