threshold,size,dice
0.65,18000,0.615898263693818
0.7,17000,0.6158872753524806
0.7,18000,0.615578789858629
0.65,12000,0.6145992096884333
0.55,17000,0.6144249857395426
0.7,16000,0.6140183737221938
0.55,18000,0.6139306135815424
0.65,14000,0.6135932412489473
0.65,13000,0.613450116444053
0.65,15000,0.6133790465780574
0.65,17000,0.6133615830350599
0.7,15000,0.6133044531846535
0.7,13000,0.6130999452758852
0.45,15000,0.6130646128158164
0.6,12000,0.612755713055733
0.45,18000,0.6124926631298405
0.6,16000,0.6124733782027872
0.7,12000,0.6124553191354493
0.7,14000,0.6123539919349898
0.4,16000,0.6122244248165657
0.4,17000,0.6121454663558944
0.6,15000,0.6119721344998834
0.55,15000,0.6114610717319404
0.55,16000,0.6113016580918889
0.4,18000,0.6112599356895805
0.45,17000,0.6112321041862729
0.6,18000,0.6112103347855081
0.6,13000,0.6110658941994692
0.65,16000,0.6110216789943944
0.6,17000,0.6108343229977057
0.5,16000,0.6108251033062304
0.55,14000,0.6107873259152753
0.5,17000,0.6107732335680971
0.6,14000,0.6105294732496657
0.45,16000,0.610336976645733
0.5,13000,0.6102267490757927
0.5,12000,0.6101785641201146
0.5,15000,0.6095222017004376
0.5,18000,0.6094366288396487
0.45,14000,0.6093831754952728
0.55,12000,0.6092818104744737
0.5,14000,0.6092283425016197
0.55,13000,0.6090482453662561
0.45,13000,0.6084337562937392
0.45,12000,0.6062537451585129
0.4,15000,0.6058680103601638
0.4,14000,0.6029644849919814
0.4,13000,0.5987087286801521
0.4,12000,0.5975872372756176
