threshold,size,dice
0.6,18000,0.6189854060775055
0.6,16000,0.618082074977363
0.55,18000,0.6177398954315291
0.7,12000,0.6171021730869102
0.65,14000,0.6168795649937079
0.65,18000,0.6168116061506513
0.5,18000,0.6166715645908174
0.65,16000,0.6160891447869148
0.6,14000,0.6159190277070531
0.65,12000,0.6154341616692104
0.7,14000,0.6150395499714963
0.55,16000,0.6141914727439031
0.6,12000,0.6139443049289318
0.7,16000,0.6139136765231368
0.7,18000,0.6131160892877845
0.55,14000,0.6107684400930424
0.75,14000,0.610352002741211
0.75,16000,0.6103105149292332
0.75,12000,0.6101116864530292
0.75,18000,0.6093912867437342
0.45,18000,0.6092406430421846
0.5,16000,0.6092146379326654
0.45,16000,0.6091212984380154
0.4,18000,0.6090565348115022
0.45,14000,0.6085237873944642
0.55,12000,0.6082597811968752
0.5,14000,0.6079082851628077
0.4,16000,0.6071786877870516
0.4,14000,0.6054149978999938
0.5,12000,0.6049358010087444
0.35,18000,0.6049234299026263
0.45,12000,0.6040619217297889
0.4,12000,0.6028148224844909
0.35,16000,0.6020443665267797
0.35,14000,0.601121655563286
0.35,12000,0.5985271972822882
