threshold,size,dice
0.65,19000,0.6099044624613701
0.65,17000,0.608813529305556
0.65,16000,0.608170317434661
0.65,18000,0.6081049443165336
0.6,19000,0.6073604571541259
0.7,15000,0.6072967467459036
0.7,18000,0.6066468050007546
0.7,17000,0.6062586955079157
0.7,19000,0.605983392226969
0.7,16000,0.6056777014131194
0.6,15000,0.6055455357562654
0.55,18000,0.6054001731512881
0.6,16000,0.605391239620146
0.65,15000,0.6052994617440192
0.6,17000,0.603952447860309
0.55,19000,0.6037860567787522
0.6,18000,0.6036813923400046
0.55,17000,0.6028123976641908
0.5,19000,0.6027413313220259
0.55,16000,0.6025300204490867
0.5,16000,0.6019805434122637
0.5,17000,0.6016214028054659
0.55,15000,0.600913264044701
0.45,18000,0.600480451584904
0.45,19000,0.6002406891206113
0.35,17000,0.6000200024184837
0.5,18000,0.5995603097592805
0.35,18000,0.5989113641565232
0.4,15000,0.5987625769534515
0.35,16000,0.5981526178439411
0.4,16000,0.5978824668667717
0.45,17000,0.597515953435519
0.5,15000,0.5970635785936247
0.35,15000,0.5957271883859329
0.45,15000,0.5952596146119182
0.35,19000,0.5952149497667542
0.4,17000,0.5951438446886912
0.45,16000,0.5950761978695354
0.4,19000,0.5947466052468642
0.4,18000,0.5933974293385736
