threshold,size,dice
0.35,12000,0.597561502285024
0.45,12000,0.597561502285024
0.6,12000,0.597561502285024
0.55,12000,0.597561502285024
0.5,12000,0.597561502285024
0.4,12000,0.597561502285024
0.65,12000,0.5975430203160507
0.7,12000,0.5970224496098278
0.6,18000,0.5964660967329259
0.5,18000,0.5964660967329259
0.4,18000,0.5964660967329259
0.55,18000,0.5964660967329259
0.45,18000,0.5964660967329259
0.35,18000,0.5964660967329259
0.65,18000,0.5964488538850254
0.7,18000,0.5962468893919628
0.7,14000,0.5960919969291664
0.5,14000,0.5956846735059896
0.55,14000,0.5956846735059896
0.35,14000,0.5956846735059896
0.45,14000,0.5956846735059896
0.6,14000,0.5956846735059896
0.4,14000,0.5956846735059896
0.65,14000,0.5956660453616576
0.55,16000,0.5953148021437271
0.6,16000,0.5953148021437271
0.5,16000,0.5953148021437271
0.45,16000,0.5953148021437271
0.4,16000,0.5953148021437271
0.35,16000,0.5953148021437271
0.65,16000,0.5952964066685519
0.75,12000,0.5951895389104659
0.7,16000,0.5940119241541064
0.75,14000,0.5927513604026411
0.75,16000,0.5910936691541011
0.75,18000,0.5865538863894669
