threshold,size,dice
0.75,18000,0.6224262933919215
0.75,16000,0.620852435180023
0.7,18000,0.6202573265256875
0.7,12000,0.6202565700936845
0.45,12000,0.620094579183123
0.55,12000,0.620094579183123
0.5,12000,0.620094579183123
0.35,12000,0.620094579183123
0.4,12000,0.620094579183123
0.6,12000,0.6200944891754363
0.65,12000,0.6200290192788691
0.7,14000,0.6186818980487573
0.4,18000,0.618015249232067
0.5,18000,0.618015249232067
0.35,18000,0.618015249232067
0.55,18000,0.618015249232067
0.45,18000,0.618015249232067
0.6,18000,0.6180151592243802
0.65,18000,0.6179930687616962
0.65,14000,0.6179510187915239
0.4,14000,0.6177881505856597
0.55,14000,0.6177881505856597
0.35,14000,0.6177881505856597
0.5,14000,0.6177881505856597
0.45,14000,0.6177881505856597
0.6,14000,0.6177880605779731
0.7,16000,0.6175346080515897
0.75,12000,0.6168749558591573
0.75,14000,0.6163332580986876
0.65,16000,0.6158358969382688
0.35,16000,0.6150104908632504
0.55,16000,0.6150104908632504
0.5,16000,0.6150104908632504
0.4,16000,0.6150104908632504
0.45,16000,0.6150104908632504
0.6,16000,0.6150104008555637
