threshold,size,dice
0.5,17000,0.7741974136525399
0.55,14000,0.7741176680341033
0.5,15000,0.773509127810095
0.45,17000,0.7732697401312791
0.55,13000,0.7727449193681025
0.55,15000,0.772672889261071
0.5,16000,0.7723390882446973
0.5,18000,0.772028439672745
0.55,16000,0.7717315177824849
0.55,17000,0.771527921437158
0.6,13000,0.7713236267754955
0.45,16000,0.7711896755747554
0.6,12000,0.7711408366836052
0.55,12000,0.7710875635459833
0.6,14000,0.7709491968724326
0.65,12000,0.7708956810718735
0.45,15000,0.7708204259058908
0.5,14000,0.7707014129633502
0.6,15000,0.7695148967121881
0.45,14000,0.7694839355519771
0.45,18000,0.7694152666444817
0.4,17000,0.7694069074403603
0.65,13000,0.7691835673522028
0.5,13000,0.7691553870674807
0.55,18000,0.7690321084197055
0.4,18000,0.7690282267304531
0.4,16000,0.7686346526201325
0.45,13000,0.7682746033885692
0.4,15000,0.7680157087953143
0.6,16000,0.7680128060018827
0.65,14000,0.767758007333097
0.45,12000,0.7676809155503196
0.4,14000,0.7675706277666847
0.65,16000,0.7669302457011457
0.6,18000,0.7669225978966961
0.4,13000,0.7668082781978249
0.5,12000,0.7666788319140128
0.65,17000,0.7661262682887192
0.7,13000,0.7658053934418296
0.6,17000,0.7657562703621055
0.65,15000,0.765699576014069
0.65,18000,0.7651704819183693
0.4,12000,0.7650145344917528
0.7,14000,0.7648798283158635
0.7,12000,0.7648646312559798
0.7,16000,0.762626753591319
0.7,15000,0.7622795104091956
0.7,17000,0.762076187365525
0.7,18000,0.7618642379664344
0.75,14000,0.7599487293538326
0.75,17000,0.7592804039365202
0.75,16000,0.7591675986764352
0.75,15000,0.7589308612942116
0.75,13000,0.7587391712502876
0.75,12000,0.7585875006738614
0.75,18000,0.7557103271767844
