threshold,size,dice
0.75,18000,0.5944971239477638
0.4,16000,0.593103291230461
0.6,16000,0.593103291230461
0.5,16000,0.593103291230461
0.45,16000,0.593103291230461
0.55,16000,0.593103291230461
0.35,16000,0.593103291230461
0.65,16000,0.5930762274543434
0.45,18000,0.5927523529619337
0.6,18000,0.5927523529619337
0.35,18000,0.5927523529619337
0.5,18000,0.5927523529619337
0.4,18000,0.5927523529619337
0.55,18000,0.5927523529619337
0.65,18000,0.5927272114119289
0.7,14000,0.592557590287255
0.4,14000,0.5921210658762662
0.35,14000,0.5921210658762662
0.6,14000,0.5921210658762662
0.55,14000,0.5921210658762662
0.5,14000,0.5921210658762662
0.45,14000,0.5921210658762662
0.65,14000,0.592094114072436
0.75,16000,0.5920716510805772
0.75,12000,0.5919730303061461
0.75,14000,0.5918336183588255
0.7,16000,0.5914343530693444
0.7,18000,0.5912692224866632
0.55,12000,0.5890783583757221
0.5,12000,0.5890783583757221
0.4,12000,0.5890783583757221
0.6,12000,0.5890783583757221
0.45,12000,0.5890783583757221
0.35,12000,0.5890783583757221
0.65,12000,0.5890514065718918
0.7,12000,0.5888582723518286
