threshold,size,dice
0.4,10000,0.6023327868354414
0.5,9000,0.6018723098257429
0.45,10000,0.601862548947099
0.4,11000,0.6009540989724708
0.45,8000,0.5994058248586163
0.5,10000,0.5992727871980233
0.45,11000,0.5990049111610777
0.4,13000,0.5989646647634593
0.5,8000,0.5989433010648693
0.45,9000,0.5985126049343114
0.4,9000,0.5983649800097595
0.55,8000,0.5982501101771674
0.55,9000,0.5981123842697973
0.4,12000,0.5980963120749027
0.45,12000,0.5977125322899967
0.4,14000,0.5975668497136671
0.55,10000,0.5967993562490621
0.5,11000,0.5965876228769826
0.4,8000,0.5956896417858095
0.45,13000,0.594567907363061
0.6,8000,0.5945475107780485
0.5,12000,0.5941973584146609
0.45,14000,0.5937486635955491
0.6,9000,0.5932131484107676
0.4,15000,0.5931776830216621
0.5,13000,0.5925339948684422
0.55,11000,0.5901517786920037
0.45,15000,0.5896288120230935
0.5,14000,0.5892068403972613
0.55,12000,0.5876984884158666
0.6,10000,0.5876456683047075
0.65,8000,0.5871854519974081
0.55,13000,0.5863492443117757
0.6,11000,0.5848205519780576
0.55,14000,0.583785522048547
0.5,15000,0.5834723412866177
0.65,9000,0.5833820355829116
0.6,12000,0.5815498142520806
0.6,13000,0.5812753712563087
0.65,11000,0.5810315214259586
0.55,15000,0.5807279414476018
0.65,12000,0.5805665106453666
0.7,8000,0.5790264577820385
0.65,10000,0.5789648100322597
0.6,14000,0.5778719468960455
0.65,13000,0.57751101625726
0.6,15000,0.5764851911703507
0.7,9000,0.5756701382856934
0.7,10000,0.5748764176853236
0.7,11000,0.5739658510567626
0.65,15000,0.5731544294676206
0.7,12000,0.5727052104261606
0.65,14000,0.5724915084866844
0.7,13000,0.5696743047034792
0.7,14000,0.5692550591994032
0.7,15000,0.5671451920840923
