threshold,size,dice
0.7,12000,0.7609435116482851
0.65,12000,0.760831682044697
0.35,12000,0.7608260807146038
0.5,12000,0.7608260807146038
0.4,12000,0.7608260807146038
0.55,12000,0.7608260807146038
0.45,12000,0.7608260807146038
0.6,12000,0.760825900874503
0.65,16000,0.7598671745743587
0.5,16000,0.759861732843675
0.55,16000,0.759861732843675
0.45,16000,0.759861732843675
0.35,16000,0.759861732843675
0.4,16000,0.759861732843675
0.6,16000,0.7598615530035743
0.7,14000,0.7598611974239914
0.7,16000,0.7597847853880665
0.65,14000,0.7590048288569439
0.5,14000,0.7589992904863515
0.45,14000,0.7589992904863515
0.55,14000,0.7589992904863515
0.35,14000,0.7589992904863515
0.4,14000,0.7589992904863515
0.6,14000,0.7589991106462508
0.75,14000,0.7571233410953536
0.65,18000,0.7567044853389207
0.55,18000,0.7566989180444973
0.35,18000,0.7566989180444973
0.4,18000,0.7566989180444973
0.5,18000,0.7566989180444973
0.45,18000,0.7566989180444973
0.6,18000,0.7566987382043966
0.75,12000,0.7562287806224504
0.7,18000,0.7558918134635362
0.75,16000,0.7546623795595296
0.75,18000,0.7526643585645549
