threshold,size,dice
0.65,12000,0.7791724833912456
0.65,13000,0.7789402060562988
0.6,14000,0.7781609620194077
0.6,18000,0.7771746961947398
0.6,12000,0.7768314594076758
0.6,16000,0.7767921039843364
0.55,17000,0.776769742894175
0.6,15000,0.7766966437327015
0.6,17000,0.7763412474383218
0.55,18000,0.7761225573675754
0.55,15000,0.7761167313461144
0.65,14000,0.7761083588068491
0.65,17000,0.7756811043893123
0.55,16000,0.7756202360573734
0.6,13000,0.7753888806036499
0.65,16000,0.7747534991162628
0.7,12000,0.7746595977549448
0.65,15000,0.7737024897561997
0.5,18000,0.7736209161696682
0.55,13000,0.7733137387315685
0.7,14000,0.7728866875745567
0.5,17000,0.772847782532255
0.7,13000,0.7726335582945143
0.7,15000,0.7724615305752112
0.65,18000,0.7723788784227394
0.55,14000,0.7722070218235395
0.45,18000,0.7707136142401223
0.5,15000,0.7706645495459445
0.5,14000,0.769778308432247
0.55,12000,0.7697162757955075
0.4,16000,0.7696125661480047
0.7,17000,0.7696071719415237
0.45,15000,0.7696047631206561
0.7,16000,0.7691931333807983
0.7,18000,0.7690506567458505
0.5,16000,0.7687452684996093
0.45,17000,0.7683998700655267
0.4,14000,0.7676937767058746
0.4,15000,0.7676294730479163
0.45,16000,0.7674142261401663
0.4,18000,0.7673242029337365
0.4,12000,0.7671925101957877
0.5,13000,0.7668216851891233
0.45,14000,0.7661128695191298
0.5,12000,0.7656151822147559
0.4,13000,0.7654063786673052
0.45,13000,0.7653057243138512
0.45,12000,0.7650838652997303
0.4,17000,0.7647591895335327
